"desarroll de una herramient par el monitore de event y activ de usuari en aplic web","la final del present trabaj especial de grad cons en el desarroll de una herramient con la capac de: realiz el monitore de event y accion de usuari durant su interaccion con aplic y siti web y gener inform que pued ser utiliz posterior con multipl proposit par ello se aplic una adapt del model de desarroll en casc baj una metodolog ad hoc la cual se realiz en cinc fases: descripcion de requer analisis diseñ implement y final la fas de prueb de la herramient desarroll com result final se obtuv una herramient de facil integr con la capac de realiz el proces de grabacion de event y accion relev de los usuari llev a cab reproduccion automat de dich grabacion y gener report con inform de util acerc de las activ registr por los usuari de cualqui aplic web","monitore de usuari reproduccion automat event grabacion javascript pag tagging document object model dom","aplicaciones internet"
"admin ucv ngn: aplic de codig abiert par la configur y la administr de red de proxim gener","el present trabaj especial de grad cons en el desarroll de una aplic denomin adminucv ngn par la administr y la configur de red con soport par ipv4 e ipv6 adminucv ngn esta bas en el protocol snmp y prove un conjunt de herramient que permit monitoriz y conoc el estad de la red facilit la labor del administr el trabaj se inici con un estudi teoric de los aspect mas relev que se deb tom en cuent par la creacion de un sistem par administr de red y un analisis de cad uno de los protocol sobr los que se fundament durant la implement de la aplic se utiliz una metodolog iter bas en las nuev tendenci del model de desarroll agil que plante la creacion de cad una de las herramient de la aplic en una iter del proces que abarc las fas de analisis diseñ implement y prueb adminucv ngn brind soport par snmp version 1 y 2c mediant un manag snmp que complement las primit del protocol con oper avanz tal com walk par recorr un subarbol de la mib y tabl view par visualiz los dat de una tabl snmp orden por column adicional permit import mibs recib traps y gener grafic bas en variabl snmp adminucv ngn incorpor tambien un conjunt de util administr com ping tracert un sniff y un escan de puert tcp dond cad una de ellas prove soport par ipv4 e ipv6el product final junt a la document de la investig esta public com una aplic con licenci gnu gpl a traves de sourceforgenet un siti web que permit el hospedaj y distribu de softwar libr y sistem de codig abiert en el siguient enlace: http://adminucvngnsourceforgenet","administr de red ipv4 ipv6 snmp mib gnu","tecnologias en comunicaciones y redes de computadoras"
"gener grafic de consult par la recuper de dat integr en eclips","en la actual la mayor de los sistem de softwar almacen suinform hac uso de bas de dat cad uno de los sistem manej de bas de dat manej esta inform de diferent maneras; lo cual hac quel recuper de los dat depend en gran part del sistem manej de basesd dat que se utilic el present trabaj especial de grad ofrec realiz una herramient quepermit a los usuari inexpert en la manipul de consult de recuper dedat sql la construccion de una consult se realiz de form grafic permit hac abstraccion del smbd utiliz esta herramient grafic de creacion consult de recuper de dat se implant com un plugin del entorn de desarroll eclips deb a que las consult de recuper de dat sql son utiliz en mayor part en el moment en que sedesarroll los sistem de softwar par llev a cab la solucion al problem y desarroll una herramient degener de consult sql independient del smbd y de su sintaxis sql se realizol siguiente: se defin un proces de desarroll bas en program extrem xp ytom practic y principi de la metodolog model agil amcom la herramient deb permit gener una sintaxis sql par diferent smbd se hiz que la mism fuer extens mediant archiv deconfigur bas en xml en los cual se especific las caracterist dec bas de dat las soport por el plugin actual son mysql 41postgr 81 y oracl 9is cre un modul de bas de dat gener que permit establecercomun con los diferent smbd relacionales; ademas de pod obtenerel diccionari de dat que en estos se encuentr se cre interfac de manej de proyect que aplic los patron deinterfac a las del entorn de desarroll eclips","plugin eclips sql bas de dat","aplicaciones internet"
"actualiz tecnolog par el institut nacional de transit y transport terrestr cas de estudio: sistem de inventari de plac","el inttt pretend incorpor la nuev form de identif de vehicul amedi del 2008 codig de plac de 7 digit par suplant el viej sistem codig de plac de 6 digit se ha suger la descentraliz del sistem actual de almacen de identif ya que el inttt cuent con 69 oficin distribu a lo larg del pais por lo tant el nuev sistem de identif de vehicul pud masific en tod el pais de maner rap y efect se propon el desarroll de una plataform de softwar aplic un metod dedesarroll agil en un context de trabaj real baj una arquitectur clienteservidorcon una propuest de migracion haci una arquitectur orient a servici que sea acces y facil de usar de maner tal que pued implant en cad una de las oficin del inttt y que permit agiliz la masif de la nuev form de identif vehicul"," escuel de comput aplic reproduccion automat ruby on rails ","aplicaciones internet"
"desarroll de un gener de siti web par la visualiz de ontolog","en el present trabaj de investig se propon el diseñ desarroll e implement de una herramient que permit la gener de siti web par la visualiz de ontolog y conten relacion a la mism dich herramient estar bas en una arquitectur cliente/servidor la herramient propuest tien com bas o punt de part los siguient trabaj de investigacion: ontolog en ambient web par el domini del analisis de liqu seminal human pereir 2006 visualiz de una ontolog de insect acuat labrador 2007 y desarroll de una aplic en ambient web par la visualiz de una ontolog par el domini del analisis de sem human rey 2008; los trabaj mencion anterior permit visualiz una ontolog baj un esquem cliente/ servidor sin embarg estos visualiz tien la limit de trabaj con un domini y ontolog especif el gener de siti web par la visualiz de ontolog permit solucion dich limit a traves de un modul visualiz generaliz par ontolog owldl","ontolog siti web visualiz de ontolog owldl visualiz generaliz","inteligencia artificial"
"desarroll de un sistem web de gestion control e inscripcion de activ extracurricular par el ceapucv","hoy en dia el uso de las tecnolog de inform y comun par logr un sistem automatiz son un recurs indispens par obten un mejor desempeñ en tod las are de trabaj a nivel mundial ya que estas permit dej a un lad los metod manual par asi llev a cab sus tar de unaform mas rap y eficient este hech es el punt de part par el desarroll de este trabaj de investig en el cual se desarroll un sistem par la automatiz la gestion e inscripcion onlin de activ extracurricular del centr educ de la asoci de profesor de la ucv ceapucv en el cual se utiliz herramient de codig abiert par su desarroll com : el sistem manejadord bas de dat mysql el cual permit entre otras cos un baj cost en requer par la elabor de bas de dat ya que deb a su baj consum de proces  pued ser ejecut en una maquin con poc requer de memori y proces sin ningun problema; otra herramient de codig abiert utiliz es el lenguaj hypertext preprocessor php el cualbrind diferent ventaj a la hor de desarroll program una de las principal es que es un lenguaj interpret el cual no necesit compil ni la utiliz de ningun maquin virtual par su funcion apart de esto es uno de los lenguaj mas popular que se utiliz actual en el merc dad que su cost par el hospedaj y manten de siti webs es minimootr punt import en la investig fue la seleccion de la metodolog la cual deb estar adapt al desarroll en torn a esto se realiz una investig entre las metodolog mas utiliz entre las cual figuran: proces racional unific rupprogram extrem xp y desarrollobas en funcional fdd par lleg a la conclusion de utiliz esta ultim nombr ya que por trat de una aplic web de pequeñ escal con poc integr y en la cual las funcional era su principal objet esta metodolog con proces agil la cual prove document era la masapropi par comenz el desarrollo; la document necesari aplic en esta metodolog par esta aplic seran: diagram de objet diagram deentid relacion diagram de secuenci y por ultim aunqu no se plante dentr de la metodolog se utiliz la recoleccion de dat par pod esquematiz esto se realiz los diagram de cas de uso el objet principal de este desarroll es ofrec al colegi ceapucv la oportun de obten una ventan a la tecnolog de hoy en dia par aplicarlad form eficient en el desarroll de sus activ dentr del ambit de lasact extracurricular dad en esta institu par que asi pued obten un gran numer de ventaj dentr del ambit academ y econom","escuel de comput aplic reproduccion automat ruby on rails estandar de diseñ web ","aplicaciones internet"
"sistem automatiz par la gestion de solicitud en tecnologi de inform","el aceler avanc en tecnolog de inform ha traid com consecuent el crecimient exponencial de las red de dat aument consider la cantid de disposit de interconexion y de usuari en las mism lo que ha origin que la tare de manten atencion y soport a usuari en las organiz sea cad vez mas complej y costos aun cont con el conoc y las herramient apropi en este trabaj especial de grad se present un sistem automatiz que permit llev la gestion de solicitud de servici gestion de inventari de plataform tecnolog y de activ de red de una form integr a fin de: mejor la product de los usuari de la organiz control y monitoriz los proces de servici optimiz el uso de los recurs dispon reduc el impact de las incident sobr la organiz detect las condicion de la red organiz de dat detect problem de fluj y conect de dat por mal diseñ de la red entre otros los result obten al realiz las prueb del sistem muestr el impact favor sobr la organiz bas en la reduccion de los tiemp de respuest en la solucion de las incident en un 3455% el aument en la product del personal del departament de atencion de usuari y eficienci la gestion de activ con este trabaj especial de grad se dej ver la maner en que es posibl integr un conjunt de herramient bas en softwar libr enfoc en automatiz la gestion de solicitud en tecnolog de inform permit una adecu gestion de incident e inventari de activ y disposit conect a la red ademas es noved orient al web segur y robust graci a que ofrec un diseñ complet modul si la oper de un modul fall el sistem no dej de funcion esta pens par ser escal y facil de adapt pes a ser una solucion pens par la empres ingedigit capued corr baj cualqui ambient sin import las dimension de la red la cantid de disposit conect a ella y la dinam de la organizacon"," neighbor discovery cap gnu ipv4 ","tecnologias en comunicaciones y redes de computadoras"
"diseñ y desarroll de plataform integr gsmsmpp par la administr de mensaj de text sms y public web","el objet del present trabaj especial de grad cons en la implement de una plataform capaz de prov a empres que prest servici de valor agreg mediant la mensaj cort de text el control de tod sus envi asi com las respect respuest de los mism ademas de ser configur par cualqui tip de oper no sol a nivel nacional sin tambien internacional este desarroll fue motiv por la neces de la empres de las comun quien prest este tip de servici con el fin de ampli su plataform y pod brind un mejor servici a sus clientes; hac uso de las especif del protocol estand de clas mundial smpp short messag peertop la implement fue llev a cab en lenguaj jav y com manej de bas de dat mysql","smpp short messag peer to peer sms short messaging system mensaj de text","tecnologias en comunicaciones y redes de computadoras"
"evalu de frameworks web usand tecnic de medicion de rendimient y metric de softwar aplic sobr component del modul de administr del servici comunitari cas de estudio: jav serv fac y struts 2","este trabaj abarc los siguient topicos: frameworks metric de softwar y de rendimient y asi com los pas o estrategi llev a cab par implement un conjunt de herramient que permit evalu component de softwar los component evalu form part del modul de administr de inform del servici comunitari de la facult de cienci la cual se desarroll en el mism tenor en los frameworks jav estudi en este trabajo: jav serv fac jsf y struts 2 se tom especial consider que incluyer las mism funcional y se desarroll usand la mism logic de program tod esto con la final de dar respuest a las siguient pregunt ¿qu framework es mas eficaz o ventaj cuand se implement una aplic relacion con entorn web de java? en nuestr trabaj se tom en cuent el framework struts 2 el cual pose un control que vien insert com un servlet intern de struts 2 este ultim se uso par dirig la relacion existent entre las accion la interfaz y los beans con la final de trabaj la logic de negocio; simultan las etiquet de struts ayud a constru la vist y las interfac en conjuncion con la tecnolog ajax otro framework consider es jav serv fac el cual se uso de maner analog al anterior par ejecut la logic de negoci o accion del mism model y en el que se contempl la interfaz grafic de usuari los event y sus component com si fues una aplic web estand par diseñ las diferent interfac o vist que lueg son mostr al usuari lueg se describ en detall el subconjunt de metric seleccion el ambient y estrategi par realiz la medicion y las prueb de rendimient y el analisis diseñ e implement de los component de la herramient web de nuestr propi autor par el servici comunitari la evalu se realiz de dos maner las metric de softwar se calcul por medi de un agreg de softwar instal sobr el entorn de desarroll eclips metrics 136 que permit al usuari export los dat obten en un archiv de text par su posterior proces y visualiz las metric de rendimient fueron obten mediant la herramient httperf v9 par plataform linux la cual somet a stress a los component seleccion com cas de estudi y arroj una seri de result sobr el rendimient final los result captur son mostr en una herramient llam visor que permit visualiz de maner grafic los valor de las metric previ obten","metric struts2 jav serv fac servici comunitari","aplicaciones internet"
"desarroll de un sistem de gestion escol usand element de aplic web enriquec","par el desarroll del sistem de gestion escol del ceapucv es indispens el uso de herramient que ayud de maner versatil y eficaz en la construccion de esta aplic adicional se quier que esta aplic teng una interaccion con el usuari de la form mas flu posibl par ello se utiliz element de aplic web enriquec mas especif el enfoqu ajax y tod las bondad que este ofrec","ajax sistem web gestion escol ceapucv","aplicaciones internet"
"aprend tok ring: sistem didact par la enseñ de la arquitectur de red tok ring","el present trabaj especial de grad cons en el desarroll de una aplicaciondenomin aprend tok ring la cual ser utiliz com apoy en los cursosbas de red aprend tok ringest bas en el estand ieee 8025 y prove un conjunt de herramient que permit a los estudi del are dered y comun conoc el funcion de la arquitectur de redtok ring mediant simul que muestr los proces que se llev acab en este tip de red depend de un event particul com lo es la insercion de una nuev estacion la elimin de una estacion la elimin demonitor activ el envi de tram etc el trabaj se inici con un estudi teoric de los aspect mas relev del estand ieee 8025 durant la implement de la aplic se utiliz una metodolog iter bas en las nuev tendenci del model de desarroll agil que plante la creacion de cad una de las herramient de la aplic en una iter del proces que abarc las fas de analisis diseñ implement y prueb aprend tok ringincorpor tambien un conjunt de util que permit que el estudi se familiaric con el tem com lo son un glosari de termin dond se da una brev explic de la terminolog mas usad una ayud dond se explic com usar la aplic un modul de evalu dond se mid el aprendizaj del usuari el product final junt a la document de la investig seran ofrec a la escuel de comput de la facult de cienci de la ucv par que sea utiliz por los profesor del are de red y comun com apoy en la enseñ de las red tok ring","tok ring sistem didact topolog de anill redessimul","tecnologias en comunicaciones y redes de computadoras"
"herramient de apoy par la formul de proyect socioproduct comunal","a traves de este trabaj especial de grad se constru un product de softwar ue apoy la formul de proyect socioproduct comunal esta erramient permit a las usuari y usuari lueg de la fas de estudi y diagnost de la realid comunal pod convert sus ideasproyect relacion con activ product en un proyect socioproduct en si esto a traves de la aplic de una metodolog par la formul de proyect y la gener del mism en format digital se tom com propuest pilot la metodolog diseñ por el banc de desarroll de la muj par financi proyect socioproduct a mujer de nuestr puebl proveyendol de esta maner de un instrument par el manej de dich metodolog la herramient desarroll es una aplic web a la que pued acced las usuari a fin de present sus proyect ante la institu asi com tambien pued ser utiliz por cualqui internaut que dese orient haci otros destin ya sea par fin sol de proyect com par la consecu de financi a traves de otros entes con competent en la materi","proyect socioproduct gobiern electron herramient web","aplicaciones internet"
"generato: gener de siti web administr bas en la ingeni de revers al model de dat","generat es una aplic que recib com entrad una bas de dat y a part de esta extra sus metadat con la inform obten de los metadat y junt con la inform de configur del siti suministr por el usuari se gener una aplic web administr el sistem constru generat tien com objet gener de form automat aplic web que se encarg de gestion la inform conten en una bas de dat contribu asi a minimiz el tiemp en el desarroll de este tip de aplic la gestion que realiz el sistem sobr las diferent bas de dat inclu oper como: list busc insert modific y elimin cualqui inform conten en las tabl de la mism en su version inicial deusweb gonzalez 2006 la creacion de los archiv fuent del siti gener es llev a cab por un sol motor implement en la aplicacion: jsp / servlets el cual esta constitu por un conjunt de proces par este trabaj especial de grad se propus la implement y configur de un nuev motor en la aplic de una form facil y que sea de provech en version suces asi com la inclusion de nuev sistem manej de bas de dat par gestion las tabl que son gener en el siti web el proposit de este trabaj especial de grad cons en desarroll el sistem que permit la creacion de siti web administr a part de una bas de dat existent a traves del proces de desarroll de software: scrum el alcanc de este desarroll involucr gener codig php a part de bas de dat mysql postgresql y oracl de igual form combin la gener de codig jsp con ellas par la construccion de este sistem se estudi herramient que gener aplic web administr a part de la ingeni de revers al model de dat hac enfasis en la version previ de la aplic del estudi de estas aplic surg las funcional desarroll en el sistem sin embarg el sistem desarroll inclu nuev funcional con respect a los sistem evalu por ejemplo: el manej de las clav foran y la manipul de los archiv almacen en la bas de dat entre otros","gener deusweb generat aplic web administr php jsp ingenieri revers model bas dat extens oracl postgr mysql scrum servlets metadat wizard asistent","aplicaciones internet"
"sistem de informacion par la medicion y analisis de la presenci de inform en los medi de comun aplicacion: medi impres","el present trabaj especial de grad tien com final organiz acced proces recuper y distribu la inform de un medi de comun cre una herramient tecnolog que permit la medicion de la present de la inform suministr por los distint medi par el subsecuent analisis y comprension de los cambi social polit y econom del entorn de interes","comun web medi prens escrit analisis morfolog analisis de conten investig organiz analiz ponder valor","sistemas de informacion"
"sistem de inform par el manej de correspondent y punt de cuent","el objet del present trabaj especial de grad teg es desarroll un sistem de inform transaccional que permit el manej de correspondent de la president y el seguimient de punt de cuent aprob en junt direct del banavih el desarroll de este sistem se apoy en las siguient metodolog y herramientas: xp extrem programming los patron mvc y singleton y el sistem de control de version subversion el enfoqu xppermit al grup de desarroll aceler la veloc de construccion de la aplic asi com tambien se involucr al represent del banc en la elabor del sistem por lo que tom confianz en el product desd la primer iter por otro lad a traves de la implement del patron mvc se intercambi los rol de trabaj entre iteraciones; de esta form los miembr del equip de trabaj intervin en cad una de las cap de la arquitectur mvc por lo tant cad uno pud obten una compresion integral de tod la estructur de la aplic el sistem desarroll permit disminu los tiemp requer par la realiz de las tar relacion con el manej de la correspondent y de los punt de cuent del banavih","sistem de inform transaccional workflow correspondent punt de cuent xp mvc","base de datos"
"implement de un sistem de segur par red inalambr bas en la integr del protocol radius y el protocol ldap","en la actual la facult de cienci ofrec el servici de conexion a la red intern asi com tambien acces a internet esto se hac mediant el uso de una red inalambr la cual carec de un mecan de segur que permit conoc quien ingres a la red y llev un control de las activ en la mism tom en cuent lo anterior plant se implement un sistem de control de acces inalambr el cual represent una altern de segur com solucion a la problemat de la red inalambr de la facult de cienci dich solucion esta bas en el uso de los protocol radius y ldap de maner tal que se pued realiz un proces de autent al moment de ingres a la red; dich proces es realiz por el servidor radius el cual consult la inform conten en el servidor ldap y la compar con la suministr por los usuari ademas el servidor radius se encarg tambien de manten un registr de las conexion que se hay realiz diari y de esta maner pod llev un control de quien han ingres a la red desd que equip se realiz dich conexion asi com tambien la fech y hor de la mism por otra part par simplific el proces de autent a los usuari se configur un portal cautiv el cual permit realiz dich proces mediant una pagin web la cual se mostr a los usuari una vez se hay conect a la red inalambr","red inalambr autent radius ldap portal cautiv","tecnologias en comunicaciones y redes de computadoras"
